  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
45035   76.08   76.08   76.08    1.03
45045   76.16   76.16   76.16    1.04
45055   76.11   76.11   76.11    1.03
45066   78.71 -999.00   76.20    1.04
45076   76.27   76.27   76.27    1.04
45086   76.13   76.13   76.13    1.03
45096   76.14   76.14   76.14    1.03
45106   76.88 -999.00   76.18    1.04
45116   76.21   76.21   76.21    1.04
45126   76.16   76.16   76.16    1.04
45136   79.00 -999.00   76.22    1.03
45146   76.29   76.29   76.29    1.04
45157   76.21   76.21   76.21    1.03
45167   76.27   76.27   76.27    1.04
45177   76.08   76.08   76.08    1.03
45187   76.30 -999.00   76.11    1.05
45197   76.14   76.14   76.14    1.03
45207   76.32   76.32   76.32    1.03
45217   76.19   76.19   76.19    1.04
45233   76.19   76.19   76.19    1.03
45243   76.38 -999.00   76.21    1.04
45253   76.22   76.22   76.22    1.04
45263   76.21   76.21   76.21    1.03
45274   76.29   76.29   76.29    1.04
45284   76.35   76.35   76.35    1.04
45294   76.42   76.42   76.42    1.04
45304   76.35   76.35   76.35    1.03
45314   76.42   76.42   76.42    1.04
45324   76.34   76.34   76.34    1.03
45335   76.51 -999.00   76.34    1.04
45345   76.34   76.34   76.34    1.03
45355   76.42   76.42   76.42    1.04
45365   76.30   76.30   76.30    1.03
45375   76.54 -999.00   76.28    1.03
45385   76.26   76.26   76.26    1.03
45395   76.40   76.40   76.40    1.03
45406   76.30   76.30   76.30    1.04
45416   76.51   76.51   76.51    1.04
45426   76.45   76.45   76.45    1.04
45436   76.35   76.35   76.35    1.03
45446   76.58   76.58   76.58    1.04
45456   76.59   76.59   76.59    1.04
45466   76.71   76.71   76.71    1.04
45476   76.38   76.38   76.38    1.03
45486   76.46   76.46   76.46    1.04
45496   76.45   76.45   76.45    1.04
45506   76.42   76.42   76.42    1.04
45516   76.42   76.42   76.42    1.04
45527   76.45   76.45   76.45    1.04
45537   76.56   76.56   76.56    1.03
45547   76.42   76.42   76.42    1.04
45557   76.66 -999.00   76.41    1.04
45567   76.40   76.40   76.40    1.03
45577   76.53   76.53   76.53    1.04
45587   76.61   76.61   76.61    1.04
45604   76.42   76.42   76.42    1.03
45614   76.67 -999.00   76.46    1.03
45624   76.50   76.50   76.50    1.04
45634   76.46   76.46   76.46    1.04
45644   76.53   76.53   76.53    1.03
45654   78.33 -999.00   76.52    1.03
45664   76.51   76.51   76.51    1.04
45674   77.11 -999.00   76.51    1.03
45685   76.50   76.50   76.50    1.03
45695   79.34 -999.00   76.55    1.03
45705   76.61   76.61   76.61    1.04
45715   76.69   76.69   76.69    1.04
45725   78.65 -999.00   76.65    1.03
45735   76.61   76.61   76.61    1.04
45745   76.66   76.66   76.66    1.04
45756   76.93   76.93   76.93    1.03
45766   76.85   76.85   76.85    1.04
45776   76.67   76.67   76.67    1.04
45786   76.88 -999.00   76.70    1.03
45796   76.72   76.72   76.72    1.04
45807   76.56   76.56   76.56    1.03
45817   76.61   76.61   76.61    1.03
45827   76.61   76.61   76.61    1.04
45837   76.79   76.79   76.79    1.05
45847   76.90   76.90   76.90    1.05
45857   77.52 -999.00   76.79    1.03
45867   76.67   76.67   76.67    1.04
45883   76.90   76.90   76.90    1.03
45893   76.95   76.95   76.95    1.04
45903   76.67   76.67   76.67    1.03
45914   76.64   76.64   76.64    1.04
45924   76.66   76.66   76.66    1.03
45934   76.69   76.69   76.69    1.04
45944   76.79   76.79   76.79    1.04
45954   76.95 -999.00   76.74    1.03
45964   76.69   76.69   76.69    1.03
45974   79.28 -999.00   76.66    1.03
45985   76.63   76.63   76.63    1.03
45995   76.61   76.61   76.61    1.03
46005   76.75   76.75   76.75    1.04
46015   76.64   76.64   76.64    1.03
46025   76.93   76.93   76.93    1.04
46035   78.70 -999.00   76.82    1.03
46046   76.71   76.71   76.71    1.03
46056   77.44 -999.00   76.79    1.04
46066   76.87   76.87   76.87    1.04
46076   76.72   76.72   76.72    1.03
46086   76.69   76.69   76.69    1.03
46096   76.87   76.87   76.87    1.03
46106   76.77   76.77   76.77    1.04
46116   76.71   76.71   76.71    1.03
46126   76.63   76.63   76.63    1.03
46136   77.43 -999.00   76.70    1.04
46147   76.79   76.79   76.79    1.04
46157   76.82   76.82   76.82    1.03
46167   77.09 -999.00   76.79    1.04
46177   76.77   76.77   76.77    1.03
46187   77.06   77.06   77.06    1.04
46197   77.11   77.11   77.11    1.04
46212   76.85   76.85   76.85    1.04
46223   79.44 -999.00   77.32    1.04
46234   77.80   77.80   77.80    1.04
46244   77.09   77.09   77.09    1.05
46254   76.85   76.85   76.85    1.04
46264   76.83   76.83   76.83    1.03
46274   76.91   76.91   76.91    1.04
46284   78.95   78.95   78.95    1.04
46294   79.03   79.03   79.03    1.04
46304   76.88   76.88   76.88    1.04
46314   77.64 -999.00   76.93    1.04
46325   76.98   76.98   76.98    1.04
46335   77.06   77.06   77.06    1.04
46345   76.96   76.96   76.96    1.04
46355   77.01   77.01   77.01    1.03
46365   77.01   77.01   77.01    1.04
46375   76.91   76.91   76.91    1.03
46385   76.98   76.98   76.98    1.04
46395   77.07   77.07   77.07    1.04
46405   76.88   76.88   76.88    1.04
46415   76.87   76.87   76.87    1.04
46426   76.93   76.93   76.93    1.04
46436   77.07   77.07   77.07    1.04
46446   77.22   77.22   77.22    1.04
46456   76.88   76.88   76.88    1.04
46466   76.93   76.93   76.93    1.03
46476   77.06   77.06   77.06    1.04
46486   76.95   76.95   76.95    1.04
46496   76.99   76.99   76.99    1.04
46507   76.98   76.98   76.98    1.05
46517   79.42 -999.00   77.10    1.03
46527   77.22   77.22   77.22    1.04
46537   76.90   76.90   76.90    1.03
46547   76.98   76.98   76.98    1.04
46562   77.06   77.06   77.06    1.04
46573   77.09   77.09   77.09    1.04
46583   76.95   76.95   76.95    1.03
46593   77.03   77.03   77.03    1.03
46603   77.03   77.03   77.03    1.03
46613   76.93   76.93   76.93    1.03
46623   77.28 -999.00   77.00    1.05
46634   77.07   77.07   77.07    1.04
46644   77.03   77.03   77.03    1.03
46654   79.85   79.85   79.85    1.03
46664   79.77   79.77   79.77    1.03
46674   80.32 -999.00   79.36    1.03
46684   78.95   78.95   78.95    1.03
46694   77.01   77.01   77.01    1.03
46704   77.09   77.09   77.09    1.03
46714   77.09   77.09   77.09    1.03
46725   77.04   77.04   77.04    1.03
46735   76.98   76.98   76.98    1.04
46745   77.16   77.16   77.16    1.04
46755   77.17   77.17   77.17    1.04
46765   77.19   77.19   77.19    1.04
46776   77.03   77.03   77.03    1.03
46786   77.20   77.20   77.20    1.04
46796   77.09   77.09   77.09    1.04
46806   77.19   77.19   77.19    1.03
46816   77.16   77.16   77.16    1.04
46826   77.24   77.24   77.24    1.04
46836   77.33   77.33   77.33    1.04
46846   77.07   77.07   77.07    1.04
46856   77.35 -999.00   77.13    1.04
46866   77.19   77.19   77.19    1.03
46877   77.20   77.20   77.20    1.04
46887   77.19   77.19   77.19    1.03
46897   77.27   77.27   77.27    1.04
46907   79.81 -999.00   77.56    1.03
46917   77.85   77.85   77.85    1.05
46927   77.25   77.25   77.25    1.03
46937   77.19   77.19   77.19    1.03
46947   77.67 -999.00   77.23    1.04
46963   77.30   77.30   77.30    1.03
46973   77.27   77.27   77.27    1.04
46983   77.17   77.17   77.17    1.03
46994   77.28   77.28   77.28    1.04
47004   77.43   77.43   77.43    1.03
47014   77.17   77.17   77.17    1.04
47024   77.30   77.30   77.30    1.03
47034   77.17   77.17   77.17    1.03
47044   77.36 -999.00   77.16    1.03
47054   77.14   77.14   77.14    1.04
47064   77.12   77.12   77.12    1.04
47075   77.07   77.07   77.07    1.03
47085   77.22   77.22   77.22    1.04
47095   77.16   77.16   77.16    1.03
47105   79.56 -999.00   77.26    1.04
47115   77.36   77.36   77.36    1.04
47125   77.24   77.24   77.24    1.03
47135   77.33   77.33   77.33    1.04
47145   77.35   77.35   77.35    1.04
47155   77.43   77.43   77.43    1.04
47165   77.25   77.25   77.25    1.04
47176   77.38   77.38   77.38    1.05
47186   78.70 -999.00   77.35    1.04
47196   77.32   77.32   77.32    1.04
47206   77.43   77.43   77.43    1.04
47216   77.51   77.51   77.51    1.04
47226   77.46   77.46   77.46    1.03
47236   77.49   77.49   77.49    1.03
47246   77.52   77.52   77.52    1.04
47256   77.52   77.52   77.52    1.04
47266   77.54   77.54   77.54    1.04
47276   77.30   77.30   77.30    1.03
47287   77.40   77.40   77.40    1.04
47297   77.52   77.52   77.52    1.04
47307   77.30   77.30   77.30    1.03
47317   78.28 -999.00   77.36    1.03
47327   77.41   77.41   77.41    1.03
47337   77.51   77.51   77.51    1.03
47347   77.38   77.38   77.38    1.04
47357   77.38   77.38   77.38    1.03
47372   77.51   77.51   77.51    1.04
47383   77.40   77.40   77.40    1.04
47393   77.44   77.44   77.44    1.03
47403   77.46   77.46   77.46    1.04
47413   77.59   77.59   77.59    1.04
47424   77.51   77.51   77.51    1.04
47434   77.88 -999.00   77.48    1.03
47444   77.46   77.46   77.46    1.04
47454   77.40   77.40   77.40    1.03
47464   78.66 -999.00   77.46    1.03
47474   77.52   77.52   77.52    1.03
47484   77.48   77.48   77.48    1.04
47494   80.21 -999.00   77.55    1.03
47505   77.64   77.64   77.64    1.04
47515   77.60   77.60   77.60    1.03
47525   77.64   77.64   77.64    1.03
47535   77.64   77.64   77.64    1.03
47545   78.02 -999.00   77.62    1.04
47555   77.60   77.60   77.60    1.03
47565   78.52 -999.00   77.55    1.03
47576   77.49   77.49   77.49    1.03
47586   78.17 -999.00   77.47    1.04
47596   77.44   77.44   77.44    1.04
47606   77.52   77.52   77.52    1.04
47616   77.77 -999.00   77.52    1.03
47626   77.51   77.51   77.51    1.03
47636   77.73 -999.00   77.52    1.04
47646   77.54   77.54   77.54    1.04
47657   79.76 -999.00   77.51    1.03
47667   77.48   77.48   77.48    1.03
47677   77.75 -999.00   77.50    1.03
47687   77.52   77.52   77.52    1.03
47697   77.54   77.54   77.54    1.03
47707   77.57   77.57   77.57    1.04
47722   78.28 -999.00   77.74    1.05
47733   77.86   77.86   77.86    1.03
47743   78.52 -999.00   77.92    1.04
47753   77.97   77.97   77.97    1.04
47764   77.77   77.77   77.77    1.03
47774   78.78 -999.00   77.81    1.03
47784   77.85   77.85   77.85    1.04
47794   77.72   77.72   77.72    1.03
47804   77.80   77.80   77.80    1.04
47814   77.89   77.89   77.89    1.04
47824   78.52 -999.00   77.82    1.03
47834   77.75   77.75   77.75    1.03
47845   77.80   77.80   77.80    1.03
47855   77.73   77.73   77.73    1.03
47865   77.89   77.89   77.89    1.04
47875   77.78   77.78   77.78    1.03
47885   78.66 -999.00   77.90    1.03
47895   78.02   78.02   78.02    1.04
47905   77.96   77.96   77.96    1.03
47915   77.88   77.88   77.88    1.04
47925   77.94   77.94   77.94    1.04
47935   78.05   78.05   78.05    1.04
47945   77.85   77.85   77.85    1.04
47955   78.02 -999.00   77.85    1.04
47966   77.85   77.85   77.85    1.03
47976   77.86   77.86   77.86    1.03
47986   77.89   77.89   77.89    1.03
47996   77.88   77.88   77.88    1.03
48006   77.88   77.88   77.88    1.03
48016   77.91   77.91   77.91    1.03
48026   79.10 -999.00   78.02    1.04
48037   78.15   78.15   78.15    1.03
48047   78.01   78.01   78.01    1.03
48057   77.99   77.99   77.99    1.04
48067   78.22 -999.00   77.99    1.03
48077   77.99   77.99   77.99    1.04
48087   78.04   78.04   78.04    1.04
48097   77.93   77.93   77.93    1.04
48107   78.09 -999.00   77.91    1.04
48117   77.89   77.89   77.89    1.03
48127   77.99   77.99   77.99    1.03
48142   78.63 -999.00   78.00    1.03
48153   78.01   78.01   78.01    1.04
48163   77.91   77.91   77.91    1.03
48173   77.93   77.93   77.93    1.03
48183   77.94   77.94   77.94    1.04
48193   78.13   78.13   78.13    1.04
48204   80.70 -999.00   78.08    1.03
48214   78.04   78.04   78.04    1.04
48224   77.97   77.97   77.97    1.03
48234   77.99   77.99   77.99    1.03
48244   78.17   78.17   78.17    1.03
48254   78.13   78.13   78.13    1.04
48264   78.01   78.01   78.01    1.04
48274   78.81 -999.00   78.03    1.04
48285   78.05   78.05   78.05    1.04
48295   78.18   78.18   78.18    1.03
48305   80.93 -999.00   78.17    1.03
48315   78.15   78.15   78.15    1.03
48325   78.02   78.02   78.02    1.03
48335   78.18   78.18   78.18    1.03
48345   79.13 -999.00   78.15    1.03
48355   78.12   78.12   78.12    1.04
48366   78.09   78.09   78.09    1.03
48376   78.22   78.22   78.22    1.03
48386   80.22 -999.00   78.27    1.04
48396   78.33   78.33   78.33    1.03
48406   78.41   78.41   78.41    1.04
48416   78.17   78.17   78.17    1.04
48426   78.18   78.18   78.18    1.05
48437   78.25   78.25   78.25    1.04
48447   78.36   78.36   78.36    1.04
48457   78.02   78.02   78.02    1.04
48467   78.12   78.12   78.12    1.03
48477   78.23   78.23   78.23    1.03
48495   78.26   78.26   78.26    1.04
48505   78.22   78.22   78.22    1.04
48515   78.28   78.28   78.28    1.03
48525   79.40 -999.00   78.22    1.03
48535   78.15   78.15   78.15    1.03
48545   78.20   78.20   78.20    1.03
48555   80.77 -999.00   78.24    1.03
48566   78.28   78.28   78.28    1.04
48576   78.83 -999.00   78.29    1.03
48586   78.30   78.30   78.30    1.03
48596   78.33   78.33   78.33    1.03
48606   78.39   78.39   78.39    1.04
48616   78.31   78.31   78.31    1.04
48626   78.34   78.34   78.34    1.03
48636   78.39   78.39   78.39    1.03
48646   78.41   78.41   78.41    1.03
48657   78.44   78.44   78.44    1.03
48667   78.31   78.31   78.31    1.03
48677   80.88 -999.00   78.35    1.03
48687   78.39   78.39   78.39    1.03
48697   78.44   78.44   78.44    1.04
48712   78.47   78.47   78.47    1.03
48723   81.17 -999.00   78.85    1.03
48733   79.19   79.19   79.19    1.04
48743   78.46   78.46   78.46    1.03
48753   78.46   78.46   78.46    1.03
48763   78.36   78.36   78.36    1.04
48773   78.47   78.47   78.47    1.04
48783   78.34   78.34   78.34    1.04
48793   78.26   78.26   78.26    1.03
48803   78.33   78.33   78.33    1.03
48814   78.41   78.41   78.41    1.03
48824   78.41   78.41   78.41    1.04
48834   78.86 -999.00   78.48    1.04
48844   78.55   78.55   78.55    1.04
48854   80.69 -999.00   78.57    1.03
48864   78.58   78.58   78.58    1.04
48874   78.38   78.38   78.38    1.03
48884   78.94 -999.00   78.47    1.03
48894   78.57   78.57   78.57    1.03
48904   78.38   78.38   78.38    1.04
48914   78.47   78.47   78.47    1.04
48924   80.43 -999.00   78.47    1.03
48935   78.47   78.47   78.47    1.03
48945   78.68 -999.00   78.49    1.03
48955   78.50   78.50   78.50    1.03
48965   78.62   78.62   78.62    1.04
48975   78.54   78.54   78.54    1.03
48985   78.68   78.68   78.68    1.03
48995   78.76   78.76   78.76    1.03
49005   78.76   78.76   78.76    1.04
49015   78.84   78.84   78.84    1.04
49025   79.13 -999.00   78.80    1.03
49036   78.75   78.75   78.75    1.04
49046   78.86   78.86   78.86    1.04
49056   78.89   78.89   78.89    1.03
49066   78.78   78.78   78.78    1.03
49076   78.75   78.75   78.75    1.03
49086   78.99   78.99   78.99    1.03
49096   80.38 -999.00   78.93    1.04
49106   78.87   78.87   78.87    1.03
49116   78.97   78.97   78.97    1.03
49127   78.83   78.83   78.83    1.03
49137   79.02 -999.00   78.84    1.04
49147   78.86   78.86   78.86    1.04
49157   78.83   78.83   78.83    1.03
49167   79.07   79.07   79.07    1.04
49177   79.19   79.19   79.19    1.03
49187   78.92   78.92   78.92    1.03
49202   79.39 -999.00   79.05    1.03
49213   79.15   79.15   79.15    1.03
49223   79.00   79.00   79.00    1.03
49233   79.07   79.07   79.07    1.03
49244   79.10   79.10   79.10    1.03
49254   79.07   79.07   79.07    1.03
49264   79.34   79.34   79.34    1.03
49274   79.23   79.23   79.23    1.03
49284   79.31   79.31   79.31    1.04
49294   80.24 -999.00   79.64    1.04
49304   79.97   79.97   79.97    1.03
49314   79.18   79.18   79.18    1.03
49324   79.23   79.23   79.23    1.03
49334   80.87 -999.00   79.30    1.03
49344   79.37   79.37   79.37    1.04
49355   79.21   79.21   79.21    1.03
49365   79.29   79.29   79.29    1.03
49375   79.53   79.53   79.53    1.04
49385   79.90 -999.00   79.45    1.03
49395   79.37   79.37   79.37    1.04
49405   79.45   79.45   79.45    1.03
49415   79.40   79.40   79.40    1.04
49425   79.48   79.48   79.48    1.04
49435   79.55   79.55   79.55    1.03
49446   79.52   79.52   79.52    1.03
49456   79.95 -999.00   79.54    1.03
49466   79.56   79.56   79.56    1.03
49476   79.66   79.66   79.66    1.03
49486   80.05 -999.00   79.75    1.03
49496   79.84   79.84   79.84    1.03
49506   79.68   79.68   79.68    1.05
49516   79.63   79.63   79.63    1.04
49526   79.64   79.64   79.64    1.03
49536   79.63   79.63   79.63    1.05
49547   79.52   79.52   79.52    1.03
49557   79.77   79.77   79.77    1.03
49567   82.17 -999.00   79.75    1.03
49577   79.72   79.72   79.72    1.03
49587   79.68   79.68   79.68    1.03
49597   79.56   79.56   79.56    1.03
49607   79.68   79.68   79.68    1.03
49617   79.82   79.82   79.82    1.04
49633   79.71   79.71   79.71    1.03
49643   79.84   79.84   79.84    1.04
49653   79.76   79.76   79.76    1.04
49663   80.37 -999.00   79.72    1.03
49673   79.69   79.69   79.69    1.03
49683   80.48 -999.00   79.74    1.03
49693   79.79   79.79   79.79    1.03
49703   80.42 -999.00   79.85    1.03
49713   79.90   79.90   79.90    1.03
49724   79.90   79.90   79.90    1.03
49734   79.82   79.82   79.82    1.03
49744   80.72 -999.00   79.96    1.03
49754   80.09   80.09   80.09    1.03
49764   79.92   79.92   79.92    1.03
49774   79.90   79.90   79.90    1.03
49784   80.82   80.82   80.82    1.03
49794   80.67   80.67   80.67    1.04
49805   79.98   79.98   79.98    1.03
49815   82.41 -999.00   80.06    1.03
49825   80.14   80.14   80.14    1.03
49835   80.09   80.09   80.09    1.03
49845   80.45 -999.00   80.02    1.03
49855   79.95   79.95   79.95    1.03
49865   80.14   80.14   80.14    1.03
49875   82.12 -999.00   80.14    1.03
49885   80.14   80.14   80.14    1.03
49895   80.59 -999.00   80.23    1.04
49905   80.32   80.32   80.32    1.03
49916   80.14   80.14   80.14    1.03
49926   80.14   80.14   80.14    1.03
49936   80.42   80.42   80.42    1.04
49946   80.27   80.27   80.27    1.03
49956   80.27   80.27   80.27    1.04
49966   80.34   80.34   80.34    1.04
49976   80.19   80.19   80.19    1.04
49986   80.21   80.21   80.21    1.04
49997   80.11   80.11   80.11    1.03
50007   81.15   81.15   81.15    1.03
50017   82.12 -999.00   80.80    1.03
50027   80.45   80.45   80.45    1.03
50037   80.24   80.24   80.24    1.04
50047   80.40 -999.00   80.23    1.03
50057   80.22   80.22   80.22    1.03
50067   80.22   80.22   80.22    1.03
50083   80.34   80.34   80.34    1.03
50093   80.40   80.40   80.40    1.03
50104   80.45   80.45   80.45    1.03
50114   80.67   80.67   80.67    1.03
50124   80.91 -999.00   80.49    1.03
50134   80.30   80.30   80.30    1.03
50144   80.37   80.37   80.37    1.04
50154   80.51   80.51   80.51    1.04
50164   80.35   80.35   80.35    1.03
50175   80.35   80.35   80.35    1.03
50185   80.58 -999.00   80.38    1.03
50195   80.40   80.40   80.40    1.03
50205   80.56   80.56   80.56    1.03
50215   81.25 -999.00   80.54    1.03
50225   80.53   80.53   80.53    1.04
50235   80.46   80.46   80.46    1.04
50246   80.43   80.43   80.43    1.04
50256   80.46   80.46   80.46    1.03
50266   80.50   80.50   80.50    1.03
50276   80.59   80.59   80.59    1.03
50286   80.51   80.51   80.51    1.03
50296   80.61   80.61   80.61    1.03
50306   81.09 -999.00   80.68    1.03
50316   80.75   80.75   80.75    1.04
50327   80.75   80.75   80.75    1.04
50337   80.69   80.69   80.69    1.03
50347   80.59   80.59   80.59    1.04
50357   83.39 -999.00   80.66    1.03
50367   80.72   80.72   80.72    1.04
50377   80.61   80.61   80.61    1.03
50387   80.75   80.75   80.75    1.03
50397   80.62   80.62   80.62    1.03
50413   80.66   80.66   80.66    1.03
50423   81.70 -999.00   80.67    1.04
50433   80.69   80.69   80.69    1.03
50443   80.82   80.82   80.82    1.03
50453   80.88   80.88   80.88    1.03
50463   80.74   80.74   80.74    1.03
50473   80.87   80.87   80.87    1.04
50484   80.98   80.98   80.98    1.04
50494   80.85   80.85   80.85    1.03
50504   80.75   80.75   80.75    1.03
50514   80.74   80.74   80.74    1.03
50524   80.90   80.90   80.90    1.03
50534   80.78   80.78   80.78    1.04
50544   80.88   80.88   80.88    1.03
50555   80.88   80.88   80.88    1.04
50565   80.95   80.95   80.95    1.03
50575   81.03   81.03   81.03    1.04
50585   81.04   81.04   81.04    1.03
50595   81.11   81.11   81.11    1.04
50605   80.91   80.91   80.91    1.03
50615   81.70 -999.00   81.01    1.03
50626   81.11   81.11   81.11    1.03
50636   80.99   80.99   80.99    1.04
50646   81.06   81.06   81.06    1.03
50656   81.03   81.03   81.03    1.03
50666   81.04   81.04   81.04    1.03
50676   81.04   81.04   81.04    1.03
50686   83.34 -999.00   81.13    1.03
50697   81.23   81.23   81.23    1.03
50707   81.17   81.17   81.17    1.04
50717   81.07   81.07   81.07    1.03
50727   81.20   81.20   81.20    1.04
50737   81.04   81.04   81.04    1.03
50747   81.25   81.25   81.25    1.03
50762   81.14   81.14   81.14    1.03
50773   80.99   80.99   80.99    1.03
50783   81.12   81.12   81.12    1.03
50793   81.04   81.04   81.04    1.03
50803   81.14   81.14   81.14    1.04
50813   81.14   81.14   81.14    1.04
50823   81.22   81.22   81.22    1.04
50834   81.06   81.06   81.06    1.03
50844   81.17   81.17   81.17    1.04
50854   81.09   81.09   81.09    1.03
50864   81.96 -999.00   81.23    1.03
50874   81.38   81.38   81.38    1.04
50884   81.28   81.28   81.28    1.04
50894   81.23   81.23   81.23    1.04
50904   83.42 -999.00   81.20    1.04
50914   81.17   81.17   81.17    1.04
50924   81.28   81.28   81.28    1.03
50934   81.20   81.20   81.20    1.03
50945   81.35   81.35   81.35    1.03
50955   81.33   81.33   81.33    1.04
50965   81.25   81.25   81.25    1.04
50975   82.18 -999.00   81.23    1.03
50985   81.22   81.22   81.22    1.03
50995   83.50 -999.00   81.34    1.03
51005   81.46   81.46   81.46    1.04
51015   81.25   81.25   81.25    1.04
51025   81.52   81.52   81.52    1.04
51035   81.40   81.40   81.40    1.04
51046   81.31   81.31   81.31    1.04
51056   81.23   81.23   81.23    1.04
51066   81.28   81.28   81.28    1.03
51076   81.44 -999.00   81.18    1.03
51086   81.07   81.07   81.07    1.03
51096   81.17   81.17   81.17    1.04
51106   81.96 -999.00   81.15    1.03
51116   81.12   81.12   81.12    1.03
51127   81.43 -999.00   81.14    1.03
51137   81.15   81.15   81.15    1.04
51147   81.14   81.14   81.14    1.03
51157   81.12   81.12   81.12    1.03
51167   82.41 -999.00   81.21    1.04
51177   81.30   81.30   81.30    1.04
51187   81.17   81.17   81.17    1.03
51197   81.25   81.25   81.25    1.04
51213   81.23   81.23   81.23    1.04
51223   81.12   81.12   81.12    1.03
51233   81.15   81.15   81.15    1.03
51243   81.89 -999.00   81.32    1.04
51253   81.49   81.49   81.49    1.03
51263   81.27   81.27   81.27    1.04
51273   81.27   81.27   81.27    1.04
51283   81.30   81.30   81.30    1.04
51293   81.17   81.17   81.17    1.03
51304   81.41 -999.00   81.14    1.03
51314   81.11   81.11   81.11    1.03
51324   81.51 -999.00   81.12    1.05
51334   81.14   81.14   81.14    1.04
51344   81.14   81.14   81.14    1.03
51354   81.25   81.25   81.25    1.04
51364   81.40   81.40   81.40    1.04
51374   81.65 -999.00   81.33    1.04
51385   81.25   81.25   81.25    1.04
51395   81.41   81.41   81.41    1.03
51405   81.33   81.33   81.33    1.04
51415   81.83 -999.00   81.50    1.05
51425   81.67   81.67   81.67    1.03
51435   81.40   81.40   81.40    1.04
51445   81.20   81.20   81.20    1.04
51455   81.11   81.11   81.11    1.03
51466   81.23   81.23   81.23    1.04
51476   81.35   81.35   81.35    1.03
51486   81.28   81.28   81.28    1.03
51496   81.80 -999.00   81.27    1.03
51506   81.27   81.27   81.27    1.03
51516   83.29 -999.00   81.18    1.04
51526   81.09   81.09   81.09    1.03
51536   81.14   81.14   81.14    1.04
51547   81.28   81.28   81.28    1.04
51557   81.17   81.17   81.17    1.03
51567   81.14   81.14   81.14    1.04
51577   81.17   81.17   81.17    1.03
51587   81.20   81.20   81.20    1.03
51597   81.23   81.23   81.23    1.03
51607   81.23   81.23   81.23    1.04
51617   81.35   81.35   81.35    1.04
51627   81.38   81.38   81.38    1.04
51637   84.32 -999.00   81.42    1.03
51652   81.48   81.48   81.48    1.04
51663   81.31   81.31   81.31    1.03
51673   81.33   81.33   81.33    1.04
51684   81.41   81.41   81.41    1.04
51694   84.06 -999.00   81.50    1.03
51704   81.59   81.59   81.59    1.04
51714   81.94 -999.00   81.50    1.04
51724   81.41   81.41   81.41    1.03
51734   83.55 -999.00   81.46    1.03
51744   81.51   81.51   81.51    1.04
51754   81.36   81.36   81.36    1.04
51764   81.44   81.44   81.44    1.04
51774   82.34 -999.00   81.48    1.05
51784   81.52   81.52   81.52    1.05
51794   81.46   81.46   81.46    1.04
51804   81.44   81.44   81.44    1.03
51814   82.04 -999.00   81.57    1.05
51825   81.70   81.70   81.70    1.04
51835   81.67   81.67   81.67    1.04
51845   81.52   81.52   81.52    1.04
51855   81.64   81.64   81.64    1.04
51865   81.64   81.64   81.64    1.03
51875   82.44 -999.00   81.69    1.04
51885   81.75   81.75   81.75    1.04
51895   81.49   81.49   81.49    1.03
51905   81.56   81.56   81.56    1.03
51916   81.52   81.52   81.52    1.03
51926   83.43 -999.00   82.16    1.03
51936   82.79   82.79   82.79    1.03
51946   81.65   81.65   81.65    1.04
51956   81.65   81.65   81.65    1.04
51966   81.94 -999.00   81.64    1.04
51976   81.64   81.64   81.64    1.04
51987   81.68   81.68   81.68    1.04
51997   81.65   81.65   81.65    1.04
52007   81.54   81.54   81.54    1.03
52017   81.54   81.54   81.54    1.03
52027   81.52   81.52   81.52    1.04
52042   81.67   81.67   81.67    1.04
52053   82.18   82.18   82.18    1.05
52064   83.10 -999.00   81.95    1.03
52074   81.75   81.75   81.75    1.05
52084   81.59   81.59   81.59    1.04
52094   81.78 -999.00   81.59    1.04
52104   81.59   81.59   81.59    1.04
52114   81.73   81.73   81.73    1.04
52125   81.67   81.67   81.67    1.03
52135   81.65   81.65   81.65    1.04
52145   81.68   81.68   81.68    1.03
52155   81.64   81.64   81.64    1.03
52165   81.80   81.80   81.80    1.04
52175   81.76   81.76   81.76    1.03
52185   81.76   81.76   81.76    1.03
52195   81.80   81.80   81.80    1.04
52205   81.83   81.83   81.83    1.04
52215   81.86   81.86   81.86    1.04
52226   81.80   81.80   81.80    1.04
52236   81.84   81.84   81.84    1.04
52246   81.73   81.73   81.73    1.03
52256   82.01   82.01   82.01    1.04
52266   82.15   82.15   82.15    1.05
52276   81.80   81.80   81.80    1.04
52287   81.83   81.83   81.83    1.03
52297   81.84   81.84   81.84    1.03
52307   81.93   81.93   81.93    1.03
52317   81.84   81.84   81.84    1.03
52327   81.97   81.97   81.97    1.04
52337   81.94   81.94   81.94    1.04
52347   82.05   82.05   82.05    1.03
52357   82.15   82.15   82.15    1.04
52367   82.17   82.17   82.17    1.04
52377   82.12   82.12   82.12    1.04
52387   82.60   82.60   82.60    1.03
52402   83.76 -999.00   82.41    1.03
52413   82.26   82.26   82.26    1.04
52423   84.41   84.41   84.41    1.03
52433   84.53   84.53   84.53    1.04
52443   82.29   82.29   82.29    1.04
52454   82.17   82.17   82.17    1.04
52464   82.31   82.31   82.31    1.04
52474   82.07   82.07   82.07    1.03
52484   82.79 -999.00   82.33    1.04
52494   82.60   82.60   82.60    1.03
52504   82.12   82.12   82.12    1.03
